Altitude,ArgusOrgId,LocationCode,CreatedBy,CreatedOn,Description,ExternalReference,FloorNo,FullName,Id,Latitude,Longitude,ModifiedBy,ModifiedOn,Name,ParentLocationId,SecondaryQrCode,TopLocationId,LocationTypeId
,,PARQ.PARQ.CPB1.East.PumpRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Car Park.Car Park B1.East wing Pump Room,100,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,East wing Pump Room,11,,6,3
,,PARQ.PARQ.CPB1.East.EE Room,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Car Park.Car Park B1.East wing EE Room,101,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,East wing EE Room,11,,6,3
,,PARQ.PARQ.CPB1.BTS,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Car Park.Car Park B1.Base Transceiver Station,102,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Base Transceiver Station,11,,6,3
,,PARQ.PARQ.CPB1.EventStorage(B1A.A07-A10),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Car Park.Car Park B1.Event Storage(A07-A10),103,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Event Storage(A07-A10),11,,6,3
,,PARQ.PARQ.CPB2.CleaningRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B1.Cleaning Room,104,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Cleaning Room,14,,7,3
,,PARQ.PARQ.CPB2.GardenerRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B1.Gardener Room,105,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Gardener Room,14,,7,3
,,PARQ.PARQ.CPB2.West.JanitorRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B1.Janitor Room,106,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Janitor Room,14,,7,3
,,PARQ.PARQ.CPB2.West.WomenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B1.Women Toilet,107,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet,14,,7,3
,,PARQ.PARQ.CPB2.West.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B1.Men Toilet,108,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,14,,7,3
,,PARQ.PARQ.CPB1.MinorDriverRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B2.Minor Driver Room,109,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Minor Driver Room,15,,7,3
,,PARQ.PARQ.CPB2.DriverRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B2.Driver Room,110,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Driver Room,15,,7,3
,,PARQ.PARQ.CPB2.East.WomenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B2.Women Toilet,111,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet,15,,7,3
,,PARQ.PARQ.CPB2.East.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B2.Men Toilet,112,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,15,,7,3
,,PARQ.PARQ.CPB2.East.BTS,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.B2.Base Transceiver Station,113,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Base Transceiver Station,15,,7,3
,,PARQ.PARQ.RW1F.AHURoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.1 Floor.AHU room,114,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,AHU room,16,,7,3
,,PARQ.PARQ.RW1F.WomenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:46,,,,PARQ.Retail West Wing.1 Floor.Women Toilet,115,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet,16,,7,3
,,PARQ.PARQ.RW1F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Men Toilet,116,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,16,,7,3
,,PARQ.PARQ.RW1F.RetailCounter,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Retail Counter,117,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Retail Counter,16,,7,3
,,PARQ.PARQ.RW1F.BabyChanging,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Baby Changing Room,118,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Baby Changing Room,16,,7,3
,,PARQ.PARQ.RW1F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Accessible Toilet Room,119,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet Room,16,,7,3
,,PARQ.PARQ.RW1F.Janitor,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Janitor,120,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Janitor,16,,7,3
,,PARQ.PARQ.RW1F.Command,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Command Room,121,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Command Room,16,,7,3
,,PARQ.PARQ.RW1F.RMU,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.RMU,122,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,RMU,16,,7,3
,,PARQ.PARQ.RW1F.QSTEPS,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Q STEPS,123,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Q STEPS,16,,7,3
,,PARQ.PARQ.RW1F.Gate1,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Gate1(KFC),124,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Gate1(KFC),16,,7,3
,,PARQ.PARQ.RW1F.Gate2,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Gate2(FlowerShop),125,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Gate2(FlowerShop),16,,7,3
,,PARQ.PARQ.RW1F.Gate12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.Gate12(Starbucks),126,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Gate12(Starbucks),16,,7,3
,,PARQ.PARQ.RW1F.ATM5,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.ATM5(VACANT),127,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ATM5(VACANT),16,,7,3
,,PARQ.PARQ.RW1F.ATM6,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.ATM6(VACANT),128,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ATM6(VACANT),16,,7,3
,,PARQ.PARQ.REB1.OPB101,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.B1.OPB101(Peta Pet Shop),129,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OPB101(Peta Pet Shop),19,,8,3
,,PARQ.PARQ.RE1F.AHURoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.AHU room,130,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,AHU room,21,,8,3
,,PARQ.PARQ.RE1F.WomenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.Women Toilet,131,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet,21,,8,3
,,PARQ.PARQ.RE1F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.Men Toilet,132,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,21,,8,3
,,"PARQ.PARQ.RE1F.AccessibleToiletRoom ",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.Accessible Toilet Room,133,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet Room,21,,8,3
,,PARQ.PARQ.RE1F.Janitor,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.Janitor,134,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Janitor,21,,8,3
,,PARQ.PARQ.RW1F.Gate11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.Gate11 (Chongjaroen),135,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Gate11 (Chongjaroen),21,,8,3
,,PARQ.PARQ.RE1F.ATM1,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.ATM1(SCB),136,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ATM1(SCB),21,,8,3
,,PARQ.PARQ.RE1F.ATM2,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.ATM2(KBANK),137,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ATM2(KBANK),21,,8,3
,,PARQ.PARQ.RE1F.ATM3,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.ATM3(BAY),138,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ATM3(BAY),21,,8,3
,,PARQ.PARQ.RE1F.ATM4,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.ATM4(BBL),139,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ATM4(BBL),21,,8,3
,,PARQ.PARQ.RE1F.VDE01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.VDE01(Monster Mania),140,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,VDE01(Monster Mania),21,,8,3
,,PARQ.PARQ.RW1F.VDW02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.VDW02(GRAB Locker),141,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,VDW02(GRAB Locker),16,,7,3
,,"PARQ.PARQ.RW1F.101,BA101",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.101,BA101(Pollo Sake Bar)",142,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"101,BA101(Pollo Sake Bar)",16,,7,3
,,"PARQ.PARQ.RW1F.102/1,BA102/1",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.102/1,BA102/1(KFC)",143,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"102/1,BA102/1(KFC)",16,,7,3
,,"PARQ.PARQ.RW1F.102/2,BA102/2",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.102/2,BA102/2(KFC)",144,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"102/2,BA102/2(KFC)",16,,7,3
,,PARQ.PARQ.RW1F.103.BA103,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.103,BA103(CHAGEE)",145,,,07a8840e-239a-4bab-a924-8d4a211c66f9,12/16/2025 12:27:23,"103,BA103(CHAGEE)",16,,7,3
,,PARQ.PARQ.RE1F.104,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.104(7-11),146,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,104(7-11),21,,8,3
,,PARQ.PARQ.RE1F.105,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.105(Baimiang),147,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,105(Baimiang),21,,8,3
,,"PARQ.PARQ.RE1F.106,BA106",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.106,BA106(BAUEN)",148,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"106,BA106(BAUEN)",21,,8,3
,,"PARQ.PARQ.RE1F.107,BA107",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.107,BA107(BAUEN)",149,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"107,BA107(BAUEN)",21,,8,3
,,PARQ.PARQ.RE1F.108,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.108(Found & Found),150,,,07a8840e-239a-4bab-a924-8d4a211c66f9,01/03/2026 13:17:20,108(Found & Found),21,,8,3
,,PARQ.PARQ.RE1F.109/1,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.109/1(NAI-IN),151,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,109/1(NAI-IN),21,,8,3
,,PARQ.PARQ.RE1F.109/2,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.109/2(Mama Pasta),152,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,109/2(Mama Pasta),21,,8,3
,,PARQ.PARQ.RE1F.110,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.110, BA110",153,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"110, BA110",21,,8,3
,,PARQ.PARQ.RE1F.111,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.111, BA111",154,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"111, BA111",21,,8,3
,,PARQ.PARQ.RE1F.MA101,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.MA101,155,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,MA101,21,,8,3
,,PARQ.PARQ.RW1F.112,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.112(Tim Hortons),156,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,112(Tim Hortons),16,,7,3
,,PARQ.PARQ.RW1F.113/1,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.113/1(Tim Hortons),157,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,113/1(Tim Hortons),16,,7,3
,,PARQ.PARQ.RW1F.113/2,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.113/2(Extension),158,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,113/2(Extension),16,,7,3
,,"PARQ.PARQ.RW1F.114,BA114",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.114, BA114(Kope Hya Tai Kee)",159,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"114, BA114(Kope Hya Tai Kee)",16,,7,3
,,"PARQ.PARQ.RW1F.115,BA115",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.115,BA115(Vacant)",160,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"115,BA115(Vacant)",16,,7,3
,,PARQ.PARQ.RW1F.116,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.116(ONE TO TWO),161,,,07a8840e-239a-4bab-a924-8d4a211c66f9,12/06/2025 16:27:07,116(ONE TO TWO),16,,7,3
,,PARQ.PARQ.RW1F.117,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.117(BOOST),162,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,117(BOOST),16,,7,3
,,PARQ.PARQ.RW1F.118,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.118(Infinite Eyewear),163,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,118(Infinite Eyewear),16,,7,3
,,PARQ.PARQ.RW1F.119,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.119(CHEAT DAY),164,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,119(CHEAT DAY),16,,7,3
,,"PARQ.PARQ.RW1F.120,BA120",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.120,BA120(Starbucks)",165,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"120,BA120(Starbucks)",16,,7,3
,,"PARQ.PARQ.RW1F-121,BA121",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail West Wing.1 Floor.121,BA121(Starbucks)",166,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"121,BA121(Starbucks)",16,,7,3
,,"PARQ.PARQ.RE1F-122,BA122",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.122,BA122(Vacant)",167,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"122,BA122(Vacant)",21,,8,3
,,"PARQ.PARQ.RE1F-123,BA123",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.123,BA123(Coffee Club)",168,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"123,BA123(Coffee Club)",21,,8,3
,,PARQ.PARQ.RE1F-124,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.124(Rice&Noodle),169,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,124(Rice&Noodle),21,,8,3
,,PARQ.PARQ.RE1F-125,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.125(HOUYUU),170,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,125(HOUYUU),21,,8,3
,,PARQ.PARQ.RE1F-126,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.126(Chongjaroen),171,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,126(Chongjaroen),21,,8,3
,,"PARQ.PARQ.RE1F-127,BA127",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,"PARQ.Retail East Wing.1 Floor.127, BA127(Chongjaroen)",172,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"127, BA127(Chongjaroen)",21,,8,3
,,PARQ.PARQ.RW1F-128,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.128(mini),173,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,128(mini),16,,7,3
,,PARQ.PARQ.RE1F-129,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.129(THESIS),174,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,129(THESIS),21,,8,3
,,PARQ.PARQ.RW1F-OP101,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.OP101(TheChocolateFactory),175,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP101(TheChocolateFactory),16,,7,3
,,PARQ.PARQ.RW1F-OP103,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.OP103(ANRI),176,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP103(ANRI),16,,7,3
,,PARQ.PARQ.RE1F-OP104,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.OP104(MX),177,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP104(MX),21,,8,3
,,PARQ.PARQ.RE1F-OP105,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.OP105(Cha Tra Mue),178,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP105(Cha Tra Mue),21,,8,3
,,PARQ.PARQ.RE1F-OP106,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.OP106(AMAZON),179,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP106(AMAZON),21,,8,3
,,PARQ.PARQ.RE1F-OP107,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail East Wing.1 Floor.OP107(GAGA),180,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP107(GAGA),21,,8,3
,,PARQ.PARQ.RW1F-OP111,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.OP111(KAMU KAMU),181,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP111(KAMU KAMU),16,,7,3
,,PARQ.PARQ.RW1F-OP112,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.OP112(SHARI SHARI),182,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP112(SHARI SHARI),16,,7,3
,,PARQ.PARQ.RW1F-OP113,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.OP113(WEX Laundry),183,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP113(WEX Laundry),16,,7,3
,,PARQ.PARQ.RW1F-OP114,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:47,,,,PARQ.Retail West Wing.1 Floor.OP114(BEAR Gadget),184,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP114(BEAR Gadget),16,,7,3
,,PARQ.PARQ.RW1F-OP115,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:48,,,,PARQ.Retail West Wing.1 Floor.OP115(BEAR Gadget),185,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP115(BEAR Gadget),16,,7,3
,,PARQ.PARQ.RW1F-OP116,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:48,,,,PARQ.Retail West Wing.1 Floor.OP116(Kerry Express),186,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP116(Kerry Express),16,,7,3
,,PARQ.PARQ.RW1F-OP117,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:48,,,,PARQ.Retail West Wing.1 Floor.OP117(Proud),187,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP117(Proud),16,,7,3
,,PARQ.PARQ.RW1F-OP117/1,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:48,,,,PARQ.Retail West Wing.1 Floor.OP117/1(Proud),188,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP117/1(Proud),16,,7,3
,,PARQ.PARQ.RE1F-OP118,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:48,,,,PARQ.Retail East Wing.1 Floor.OP118(NAEKI),189,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,OP118(NAEKI),21,,8,3
